honk|direct|0.001422|-|-|9406|0.00|47
honk|hy2|0.002376|0.000873|0.001013|6713|0.64|48
honk|hy2/udp|0.000089|-|-|935(77.3%)|0.45|-
honk|tuic|0.001982|0.000770|0.002580|3264|0.31|43
honk|tuic/udp|0.000124|-|-|1079(74.4%)|0.47|-
