honk|direct|0.016486|-|-|9401|0.00|48
honk|hy2|0.002013|0.000742|0.002570|6845|0.63|55
honk|hy2/udp|0.000124|-|-|902(78.6%)|0.45|-
honk|tuic|0.002687|0.000811|0.001300|3176|0.32|52
honk|tuic/udp|0.000135|-|-|979(77.6%)|0.48|-
