honk|direct|0.001308|-|-|9402|0.00|53
honk|hy2|0.003309|0.000782|0.001430|6479|0.63|50
honk|hy2/udp|0.000099|-|-|831(81.1%)|0.48|-
honk|tuic|0.002661|0.000734|0.001311|3273|0.33|42
honk|tuic/udp|0.000088|-|-|814(80.3%)|0.50|-
