honk|direct|0.009564|-|-|9399|0.00|44
honk|hy2|0.002139|0.000825|0.002277|6720|0.64|50
honk|hy2/udp|0.000164|-|-|961(79.4%)|0.44|-
honk|tuic|0.002201|0.001362|0.001661|3777|0.35|43
honk|tuic/udp|0.000095|-|-|1003(75.5%)|0.50|-
