honk|direct|0.004183|-|-|911|0.02|25
honk|hy2|0.006057|0.005569|0.010630|346|1.30|42
honk|hy2/udp|0.002109|-|-|1(84.7%)|1.56|-
honk|tuic|0.006265|0.005051|0.006360|254|0.99|29
honk|tuic/udp|0.002299|-|-|1(92.4%)|1.50|-
