honk|direct|0.001017|-|-|9401|0.00|45
honk|hy2|0.001959|0.000707|0.001279|6929|0.64|51
honk|hy2/udp|0.000124|-|-|781(82.5%)|0.49|-
honk|tuic|0.002579|0.000761|0.001586|3289|0.33|46
honk|tuic/udp|0.000129|-|-|855(80.2%)|0.54|-
