dae|direct|9411|3.962|4.713|5.023|5.747|0/200
dae|hy2|3044|2.308|2.749|3.284|3.382|0/200
dae|tuic|invalid|-|-|-|-|arm-failed
dae|ss2022|9395|3.567|11.127|15.867|21.234|0/200
dae|trojan|9396|4.483|15.454|19.622|23.316|0/200
dae|anytls-sb|invalid|-|-|-|-|arm-failed
dae|anytls-go|invalid|-|-|-|-|arm-failed
