honk|direct|0.016225|-|-|9403|0.00|45
honk|hy2|0.008561|0.001076|0.003060|6037|0.55|52
honk|hy2/udp|0.000182|-|-|966(79.3%)|0.46|-
honk|tuic|0.002759|0.001101|0.001988|3355|0.34|43
honk|tuic/udp|0.000150|-|-|955(77.4%)|0.50|-
